u_id,time,artist_id,artist_name,track_id,track_name
user_000031,2009-05-01 10:37:23,9c1ff574-2ae4-4fea-881f-83293d0d5881,...And You Will Know Us By The Trail Of Dead,fe8be4ac-bbe8-48f3-bcac-25f45cb7d75e,Source Tags And Codes
user_000291,2009-05-01 09:02:09,6aa40207-fec8-43a7-991d-b872a42def05,Amy Macdonald,21bd2851-63a2-455b-800b-ea1aa4900a99,This Is The Life
user_000291,2009-05-01 09:05:37,83d91898-7763-47d7-b03b-b92132375c47,Pink Floyd,feecff58-8ee2-4a7f-ac23-dc8ce7925286,Wish You Were Here
user_000291,2009-05-01 09:12:12,83d91898-7763-47d7-b03b-b92132375c47,Pink Floyd,2d982a74-a21a-4714-9d81-405ede915053,Comfortably Numb
user_000291,2009-05-01 09:22:06,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,U2,44135d7f-f5d6-4ef9-8518-ed11f5b705e7,One
user_000291,2009-05-01 09:26:56,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,U2,60d2d681-18c5-4639-8f6a-69a2ba4c5ed1,Beautiful Day
user_000291,2009-05-01 09:31:22,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,U2,94a2565f-9dd3-46bd-a70f-80c41224f561,"Stay (Faraway, So Close!)"
user_000291,2009-05-01 09:36:35,a41ac10f-0a56-4672-9161-b83f9b223559,Van Morrison,8d69d3fc-5e0e-4c84-97eb-1891ca0d66e8,Brown Eyed Girl
user_000291,2009-05-01 09:40:30,d4d17620-fd97-4574-92a8-a2cb7e72ce42,The Verve,8b6d9029-1990-4660-bd57-24b5bc0fb626,Bitter Sweet Symphony
user_000291,2009-05-01 09:46:35,a81259a0-a2f5-464b-866e-71220f2739f1,Zz Top,cd3f5efa-bc5e-4064-a765-960494ad4bb4,La Grange
user_000291,2009-05-01 09:50:32,a4e34a43-d8de-48eb-9ec6-349b62756590,T?l?phone,171ad8ee-51ae-48c3-ae30-35436b2411af,Un Autre Monde
user_000291,2009-05-01 09:55:04,9c9f1380-2516-4fc9-a3e6-f9f61941d090,Muse,c1014fda-63d0-4496-8695-18d325cf3387,Unintended
user_000291,2009-05-01 09:59:44,3ac2a4a2-52b3-498b-bbc8-31443c68dfe0,Missy Higgins,09a0040e-fd69-4dc9-aa1f-22311108a964,The River
user_000291,2009-05-01 10:04:08,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,The Beatles,82eda381-2e04-4ee8-b195-9cb7e948a614,Come Together
user_000291,2009-05-01 10:08:26,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,The Beatles,fdae8b76-f5b8-4458-bf32-81885000980b,Something
user_000291,2009-05-01 10:11:29,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,The Beatles,210005fc-3b04-4112-9b39-5741244f71c7,Maxwell'S Silver Hammer
user_000291,2009-05-01 10:14:57,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,The Beatles,c39b2a1e-3007-4185-ae53-c107af88fc30,Oh! Darling
user_000291,2009-05-01 10:18:23,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,The Beatles,a0a8de0d-ddac-4623-a006-d290cbc8f969,Octopus'S Garden
user_000291,2009-05-01 10:21:14,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,The Beatles,0e8bf76c-fa85-4fb6-b16f-3872d225a0ec,I Want You (She'S So Heavy)
user_000291,2009-05-01 10:29:02,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,The Beatles,7ea0d658-b2a9-4a8d-a346-48fb2b8acf6a,Here Comes The Sun
user_000291,2009-05-01 11:08:47,7952b266-9fd4-4a09-a324-7dc84f11b5fc,The John Butler Trio,ba7ed38e-f5b0-438c-9df3-d5e061c353dd,Ocean
user_000291,2009-05-01 11:20:36,7952b266-9fd4-4a09-a324-7dc84f11b5fc,The John Butler Trio,97a521ad-9036-408b-9572-e1d63b872e06,What You Want
user_000355,2009-05-01 21:14:57,ee459bd7-9768-4cc2-9452-a09700c4aeaa,Shy Fx,76645d16-0080-4c05-b431-3a197e747d6a,Bambaata Back To The Core
user_000521,2009-05-01 07:38:54,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,af6bcc2c-8f74-42c5-a4b2-a58aba809279,Drei Chinesen
user_000521,2009-05-01 07:43:29,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,69f27c3f-4630-4b44-965c-6651903bb839,Weisser Rauch
user_000521,2009-05-01 08:53:00,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,af6bcc2c-8f74-42c5-a4b2-a58aba809279,Drei Chinesen
user_000521,2009-05-01 08:57:36,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,69f27c3f-4630-4b44-965c-6651903bb839,Weisser Rauch
user_000521,2009-05-01 09:03:04,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,a7b06c0e-c6d8-40af-9bb6-5e8c94faba17,Haschisch Kakalake
user_000521,2009-05-01 09:07:14,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,5f9d7f2e-8c5f-4753-a278-6d51f5b72c9a,Letzte Nacht
user_000521,2009-05-01 09:11:29,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,5f9d7f2e-8c5f-4753-a278-6d51f5b72c9a,Letzte Nacht
user_000521,2009-05-01 09:17:08,6ffb8ea9-2370-44d8-b678-e9237bbd347b,Kings Of Leon,051caac1-1f67-4733-80b5-62cb32660daa,Sex On Fire
user_000521,2009-05-01 09:20:32,6ffb8ea9-2370-44d8-b678-e9237bbd347b,Kings Of Leon,787d77e9-dac1-4ae3-a5f4-0ebba532f362,Use Somebody
user_000521,2009-05-01 09:31:11,64b58850-3d5d-48cb-82be-74921fb5ecdf,Family Force 5,04a52eb5-0e96-4da8-a32b-383d4b61de48,Earthquake
user_000521,2009-05-01 09:49:47,64b58850-3d5d-48cb-82be-74921fb5ecdf,Family Force 5,04a52eb5-0e96-4da8-a32b-383d4b61de48,Earthquake
user_000521,2009-05-01 09:52:52,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,af6bcc2c-8f74-42c5-a4b2-a58aba809279,Drei Chinesen
user_000521,2009-05-01 09:57:28,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,69f27c3f-4630-4b44-965c-6651903bb839,Weisser Rauch
user_000521,2009-05-01 18:30:19,a4f54716-24d9-4c6b-8ba7-1d7e7a5173d0,Fischerspooner,3eb75675-0f13-4973-bed2-ddfeb59dd4da,Never Win
user_000521,2009-05-01 18:49:24,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,af6bcc2c-8f74-42c5-a4b2-a58aba809279,Drei Chinesen
user_000521,2009-05-01 18:53:52,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,69f27c3f-4630-4b44-965c-6651903bb839,Weisser Rauch
user_000521,2009-05-01 18:59:21,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,a7b06c0e-c6d8-40af-9bb6-5e8c94faba17,Haschisch Kakalake
user_000521,2009-05-01 19:03:08,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,5f9d7f2e-8c5f-4753-a278-6d51f5b72c9a,Letzte Nacht
user_000521,2009-05-01 19:07:26,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,5f9d7f2e-8c5f-4753-a278-6d51f5b72c9a,Letzte Nacht
user_000521,2009-05-01 19:11:32,64b58850-3d5d-48cb-82be-74921fb5ecdf,Family Force 5,04a52eb5-0e96-4da8-a32b-383d4b61de48,Earthquake
user_000521,2009-05-01 19:14:47,cf6e878f-4ad1-4b32-a105-f832c69a4f51,Milow,019416dc-ca6c-4f59-9ca6-c170bf0bcfc6,Ayo Technology
user_000521,2009-05-01 19:18:25,6ffb8ea9-2370-44d8-b678-e9237bbd347b,Kings Of Leon,051caac1-1f67-4733-80b5-62cb32660daa,Sex On Fire
user_000521,2009-05-01 19:21:47,6ffb8ea9-2370-44d8-b678-e9237bbd347b,Kings Of Leon,787d77e9-dac1-4ae3-a5f4-0ebba532f362,Use Somebody
user_000521,2009-05-01 19:40:53,64b58850-3d5d-48cb-82be-74921fb5ecdf,Family Force 5,04a52eb5-0e96-4da8-a32b-383d4b61de48,Earthquake
user_000521,2009-05-01 19:43:58,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,af6bcc2c-8f74-42c5-a4b2-a58aba809279,Drei Chinesen
user_000521,2009-05-01 19:48:35,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,69f27c3f-4630-4b44-965c-6651903bb839,Weisser Rauch
user_000521,2009-05-01 19:54:02,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,a7b06c0e-c6d8-40af-9bb6-5e8c94faba17,Haschisch Kakalake
user_000521,2009-05-01 19:57:49,5c7b93be-009c-4d3d-8e1b-a97aaf78531f,Creme De La Creme,5f9d7f2e-8c5f-4753-a278-6d51f5b72c9a,Letzte Nacht
user_000524,2009-05-01 07:34:07,f443a331-2623-4d50-8797-bfb204850253,Pure Reason Revolution,8357903c-dce5-452a-96b4-2d5fdf6b4a89,Goshen'S Remains
user_000524,2009-05-01 07:37:19,847e8284-8582-4b0e-9c26-b042a4f49e57,Placebo,022e86c3-e08f-4ac3-b5d0-209cc993f9fe,Meds
user_000524,2009-05-01 07:43:41,169c4c28-858e-497b-81a4-8bc15e0026ea,Porcupine Tree,9e6f9552-2a04-4988-ac8d-2f9223e74146,Glass Arm Shattering
user_000524,2009-05-01 07:47:56,41a94033-8b12-4c60-a22c-38c78801e363,Fujiya & Miyagi,60d5bc16-0b7d-4aa5-86d8-bb0e5272b0b0,Collarbone
